ano,grade,word,japanese,english,pos,category,actors
529,5,never,決して〜ない,not at any time,adverb,word,-
530,5,now,今,at this time,adverb,word,-
531,5,soon,すぐに,in a short time,adverb,word,-
532,5,here,ここ,in this place,adverb,word,-
533,5,there,そこ・あそこ,in that place,adverb,word,-
534,5,up,上へ,to a higher place,adverb,word,-
535,5,down,下へ,to a lower place,adverb,word,-
536,5,in,〜の中に,inside,preposition,word,-
537,5,on,〜の上に,on top of,preposition,word,-
538,5,under,〜の下に,below,preposition,word,-
539,5,over,〜の上に,above,preposition,word,-
540,5,next to,〜のとなりに,beside,preposition,phrase,-
541,5,near,〜の近くに,not far from,preposition,word,-
542,5,far,遠い,not near,adjective,word,-
543,5,in front of,〜の前に,before something,preposition,phrase,-
544,5,behind,〜の後ろに,at the back of,preposition,word,-
545,5,between,〜の間に,in the middle of two things,preposition,word,-
546,5,with,〜と一緒に,together,preposition,word,-
547,5,without,〜なしで,not having,preposition,word,-
548,5,to,〜へ,toward a place,preposition,word,-
549,5,from,〜から,starting at a place,preposition,word,-
550,5,at,〜で・〜に,in a place or time,preposition,word,-
551,5,for,〜のために,for a purpose,preposition,word,-
552,5,of,〜の,showing belonging,preposition,word,-
553,5,and,そして,used to join words,conjunction,word,-
554,5,but,しかし,used to show a different idea,conjunction,word,-
555,5,or,または,used to choose,conjunction,word,-
556,5,because,なぜなら,for the reason that,conjunction,word,-
557,5,so,だから,for that reason,conjunction,word,-
558,5,if,もし,used to talk about a condition,conjunction,word,-
559,5,yes,はい,a word to agree,interjection,word,-
560,5,no,いいえ,a word to disagree,interjection,word,-
561,5,hello,こんにちは,a greeting,interjection,word,-
562,5,goodbye,さようなら,a leaving greeting,interjection,word,-
563,5,Good morning,おはよう,a greeting in the morning,phrase,phrase,-
564,5,Good afternoon,こんにちは,a greeting in the afternoon,phrase,phrase,-
565,5,Good evening,こんばんは,a greeting in the evening,phrase,phrase,-
566,5,Good night,おやすみ,a greeting before sleep,phrase,phrase,-
567,5,See you,またね,a leaving phrase,phrase,phrase,-
568,5,Nice to meet you,はじめまして,a phrase when you meet someone,phrase,phrase,-
569,5,Thank you,ありがとう,a phrase to show thanks,phrase,phrase,-
570,5,You're welcome,どういたしまして,a phrase after thanks,phrase,phrase,-
571,5,please,お願いします,a polite word when you ask,interjection,word,-
572,5,Excuse me,すみません,a phrase to get attention,phrase,phrase,-
573,5,I'm sorry,ごめんなさい,a phrase to say you did wrong,phrase,phrase,-
574,5,OK,わかった,a word that means yes or fine,interjection,word,-
575,5,I don't know,わかりません,a phrase meaning you do not know,phrase,phrase,-
576,5,I see,なるほど,a phrase meaning you understand,phrase,phrase,-
577,5,That's all right,大丈夫,a phrase meaning it is okay,phrase,phrase,-
578,5,like,好き,to feel good about something,verb,word,-
579,5,love,愛する,to like very much,verb,word,-
580,5,want,ほしい,to wish to have,verb,word,-
581,5,need,必要とする,to have to have,verb,word,-
582,5,have,持っている,to own or to keep,verb,word,-
583,5,get,手に入れる,to take and have,verb,word,-
584,5,give,与える,to hand something to someone,verb,word,-
585,5,take,取る,to get something with your hand,verb,word,-
586,5,go,行く,to move to another place,verb,word,-
587,5,come,来る,to move to this place,verb,word,-
588,5,leave,去る,to go away from a place,verb,word,-
589,5,visit,訪ねる,to go to see a place or person,verb,word,-
590,5,stay,とどまる,to keep being in a place,verb,word,-
591,5,live,住む・生きる,to have your home in a place,verb,word,-
592,5,work,働く,to do a job,verb,word,-
593,5,study,勉強する,to learn at school or at home,verb,word,-
594,5,learn,学ぶ,to get new knowledge,verb,word,-
595,5,teach,教える,to help someone learn,verb,word,-
596,5,read,読む,to look at words in a book,verb,word,-
597,5,write,書く,to make words with a pen,verb,word,-
598,5,speak,話す,to say words with your voice,verb,word,-
599,5,talk,話す,to speak with someone,verb,word,-
600,5,try,やってみる,to do something to see what happens,verb,word,-
601,4,a lot of A,たくさんのA,many of something,phrase,phrase,A
602,4,about,〜について／約,on the topic of or around,preposition,word,-
603,4,borrow,借りる,to take and use and then give back,verb,word,-
604,4,lend,貸す,to give something to use for a short time,verb,word,-
605,4,return,返す,to give back something you borrowed,verb,word,-
606,4,bring,持ってくる,to come with something,verb,word,-
607,4,carry,運ぶ,to take something with you,verb,word,-
608,4,catch,捕まえる,to get and hold a moving thing,verb,word,-
609,4,call,電話する,to talk by phone,verb,word,-
610,4,answer,答える,to say or write an answer,verb,word,-
611,4,ask,たずねる／頼む,to say a question or make a request,verb,word,-
612,4,choose,選ぶ,to pick one thing,verb,word,-
613,4,decide,決める,to choose after thinking,verb,word,-
614,4,agree,同意する,to say yes to an idea,verb,word,-
615,4,disagree,反対する,to say no to an idea,verb,word,-
616,4,invite,招待する,to ask someone to come,verb,word,-
617,4,accept,受け入れる,to say yes to an offer,verb,word,-
618,4,refuse,断る,to say no to an offer,verb,word,-
619,4,explain,説明する,to make something clear with words,verb,word,-
620,4,describe,説明する,to tell what something is like,verb,word,-
621,4,discuss,話し合う,to talk about something together,verb,word,-
622,4,practice,練習する,to do again and again to get better,verb,word,-
623,4,train,訓練する,to practice for a sport or job,verb,word,-
624,4,plan,計画する,to decide what to do later,verb,word,-
625,4,prepare,準備する,to get ready,verb,word,-
626,4,pack,荷造りする,to put things into a bag,verb,word,-
627,4,check,確認する,to look to be sure,verb,word,-
628,4,guess,推測する,to say what you think is true,verb,word,-
629,4,believe,信じる,to think something is true,verb,word,-
630,4,understand,理解する,to know the meaning of something,verb,word,-
631,4,mean,意味する,to have a meaning,verb,word,-
632,4,hear,聞こえる,to get sound in your ears,verb,word,-
633,4,listen to A,Aを聞く,to try to hear something,phrase,phrase,A
634,4,watch,注意して見る,to look at something for a time,verb,word,-
635,4,notice,気づく,to see and know something new,verb,word,-
636,4,find,見つける,to see and get something you looked for,verb,word,-
637,4,discover,発見する,to find something new,verb,word,-
638,4,lose,失くす,to not be able to find something,verb,word,-
639,4,forget,忘れる,to not remember,verb,word,-
640,4,remember,覚えている,to keep something in your mind,verb,word,-
641,4,keep,保つ／持ち続ける,to have and not lose,verb,word,-
642,4,hold,持つ,to keep in your hand,verb,word,-
643,4,drop,落とす,to let something fall,verb,word,-
644,4,throw,投げる,to send something by your arm,verb,word,-
645,4,hit,打つ,to touch hard with force,verb,word,-
646,4,kick,ける,to hit with your foot,verb,word,-
647,4,cut,切る,to make a line with a knife,verb,word,-
648,4,break,壊す,to make something not work,verb,word,-
649,4,fix,直す,to make something work again,verb,word,-
650,4,repair,修理する,to fix something broken,verb,word,-
651,4,build,建てる,to make a house or thing,verb,word,-
652,4,draw,描く,to make a picture with a pen,verb,word,-
653,4,paint,絵を描く／塗る,to make a picture with paint,verb,word,-
654,4,print,印刷する,to put words on paper by a machine,verb,word,-
655,4,send,送る,to make something go to a place,verb,word,-
656,4,receive,受け取る,to get something sent to you,verb,word,-
657,4,save,貯める／守る,to keep money or keep safe,verb,word,-
658,4,spend,使う,to use money or time,verb,word,-
659,4,pay,支払う,to give money for something,verb,word,-
660,4,sell,売る,to give something for money,verb,word,-
661,4,buy,買う,to pay money and get something,verb,word,-
662,4,order,注文する,to ask a shop to bring you something,verb,word,-
663,4,serve,出す,to bring food and drinks to people,verb,word,-
664,4,share,分け合う,to use something with others,verb,word,-
665,4,care,世話をする,to help and be kind,verb,word,-
666,4,care for A,Aの世話をする,to take care of,phrase,phrase,A
667,4,help out,手伝う,to help for a short time,phrase,phrase,-
668,4,protect,守る,to keep safe from danger,verb,word,-
669,4,kill,殺す,to make an animal or person die,verb,word,-
670,4,die,死ぬ,to stop living,verb,word,-
671,4,be born,生まれる,to come into the world,phrase,phrase,-
672,4,grow,成長する,to become bigger or older,verb,word,-
673,4,change,変える,to make different,verb,word,-
674,4,become,〜になる,to start to be,verb,word,-
675,4,stay up,夜更かしする,to not go to bed,phrase,phrase,-
676,4,wake up,起きる,to stop sleeping,verb,phrase,-
677,4,fall asleep,眠りに落ちる,to start sleeping,phrase,phrase,-
678,4,dream,夢を見る,to see stories in sleep,verb,word,-
679,4,smile,ほほえむ,to make a happy face,verb,word,-
680,4,laugh,笑う,to make a happy sound,verb,word,-
681,4,cry,泣く,to have tears from your eyes,verb,word,-
682,4,shout,叫ぶ,to speak very loudly,verb,word,-
683,4,whisper,ささやく,to speak very softly,verb,word,-
684,4,reply,返事する,to answer in words,verb,word,-
685,4,repeat,くり返す,to say again,verb,word,-
686,4,correct,直す,to make right,verb,word,-
687,4,mistake,間違い,a wrong thing you do,noun,word,-
688,4,miss,逃す,to not catch or not meet,verb,word,-
689,4,meet,会う,to see a person,verb,word,-
690,4,introduce,紹介する,to tell a person about another person,verb,word,-
691,4,shake hands,握手する,to hold hands to say hello,phrase,phrase,-
692,4,follow,ついて行く,to go after someone,verb,word,-
693,4,lead,導く,to show the way,verb,word,-
694,4,guide,案内する,to lead and show a place,verb,word,-
695,4,arrive,到着する,to get to a place,verb,word,-
696,4,depart,出発する,to leave a place,verb,word,-
697,4,enter,入る,to go into a place,verb,word,-
698,4,exit,出る,to go out of a place,verb,word,-
699,4,cross,渡る,to go from one side to the other,verb,word,-
700,4,pass,通り過ぎる,to go by a place,verb,word,-
701,4,climb,登る,to go up using hands or feet,verb,word,-
702,4,fall,落ちる,to go down quickly by accident,verb,word,-
703,4,hide,隠れる,to put in a place not seen,verb,word,-
704,4,wait for A,Aを待つ,to stay until something happens,phrase,phrase,A
705,4,hurry,急ぐ,to do quickly,verb,word,-
706,4,rush,急いで行く,to hurry fast,verb,word,-
707,4,rest,休む,to stop and relax,verb,word,-
708,4,relax,くつろぐ,to feel calm and rest,verb,word,-
709,4,exercise,運動する,to do sports for health,verb,word,-
710,4,stretch,ストレッチする,to move your body to make it loose,verb,word,-
711,4,travel,旅行する,to go to other places,verb,word,-
712,4,tour,見て回る,to travel around to see places,verb,word,-
713,4,visit,訪ねる,to go to see a place or person,verb,word,-
714,4,go out,外出する,to leave your home for a time,phrase,phrase,-
715,4,come back,話し手のいる場所・状態に戻る,to return to a place,phrase,phrase,-
716,4,get back,物を取り戻す、特定の位置や状態に戻る,to go back to a place,phrase,phrase,-
717,4,go back,特定の場所や時点へ物理的に戻る,to return to a place,phrase,phrase,-
718,4,get on,乗る,to go into a bus or train,verb,word,-
719,4,get off,降りる,to leave a bus or train,verb,word,-
720,4,ride,乗る,to travel in a vehicle,verb,word,-
721,4,drive,運転する,to use a car,verb,word,-
722,4,fly,飛行機で行く,to travel by plane,verb,word,-
723,4,sail,船で行く,to travel by ship,verb,word,-
724,4,swim,泳ぐ,to move in water,verb,word,-
725,4,skate,スケートをする,to move on ice with skates,verb,word,-
726,4,cycle,自転車に乗る,to ride a bicycle,verb,word,-
727,4,shop,買い物する,to buy things in a store,verb,word,-
728,4,shop around,見て回って買う,to look in many shops,phrase,phrase,-
729,4,cook,料理する,to make food by heat,verb,word,-
730,4,bake,焼く,to cook in an oven,verb,word,-
731,4,boil,ゆでる,to cook in hot water,verb,word,-
732,4,fry,揚げる,to cook in hot oil,verb,word,-
733,4,grill,焼く,to cook over fire or heat,verb,word,-
734,4,taste,味がする,to have a flavor,verb,word,-
735,4,smell,においがする,to have a smell,verb,word,-
736,4,smell A,Aのにおいをかぐ,to use your nose,phrase,phrase,A
737,4,feed,えさをやる,to give food to an animal,verb,word,-
738,4,water,水をやる,to give water to plants,verb,word,-
739,4,plant,植える,to put a plant in the ground,verb,word,-
740,4,grow up,大人になる,to become an adult,phrase,phrase,-
741,4,clean up,片づける,to make a place clean,phrase,phrase,-
742,4,set,セットする,to put in a ready position,verb,word,-
743,4,set the table,食卓を準備する,to put dishes for a meal,phrase,phrase,-
744,4,turn on,つける,to make a machine start,verb,word,-
745,4,turn off,消す,to make a machine stop,verb,word,-
746,4,turn up,音量を上げる,to make louder,phrase,phrase,-
747,4,turn down,音量を下げる,to make quieter,phrase,phrase,-
748,4,put on,身につける,to wear clothes,verb,word,-
749,4,take off,脱ぐ,to remove clothes,verb,word,-
750,4,wash up,食器を洗う,to wash dishes,phrase,phrase,-
751,4,fold,たたむ,to bend and make flat,verb,word,-
752,4,iron,アイロンをかける,to make clothes smooth with heat,verb,word,-
753,4,repair shop,修理店,a shop that fixes things,noun,word,-
754,4,tool,道具,a thing used to do work,noun,word,-
755,4,machine,機械,a thing that works with power,noun,word,-
756,4,engine,エンジン,a machine part that makes power,noun,word,-
757,4,battery,電池,a thing that gives power,noun,word,-
758,4,screen,画面,the front part you watch,noun,word,-
759,4,keyboard,キーボード,keys for typing,noun,word,-
760,4,mouse,マウス,a small tool to move on a screen,noun,word,-
761,4,website,ウェブサイト,a place on the internet,noun,word,-
762,4,internet,インターネット,a world network of computers,noun,word,-
763,4,online,オンラインで,on the internet,adverb,word,-
764,4,download,ダウンロードする,to take a file from the internet,verb,word,-
765,4,upload,アップロードする,to send a file to the internet,verb,word,-
766,4,message,メッセージ,a short note to someone,noun,word,-
767,4,email,メール,a message on the internet,noun,word,-
768,4,mail,郵便,a letter or package sent,noun,word,-
769,4,send a message,メッセージを送る,to send words to someone,phrase,phrase,-
770,4,reply to A,Aに返事する,to answer a message,phrase,phrase,A
771,4,information,情報,facts about something,noun,word,-
772,4,news,ニュース,new information about events,noun,word,-
773,4,newspaper,新聞,paper with news,noun,word,-
774,4,magazine,雑誌,a book of pictures and stories,noun,word,-
775,4,page,ページ,one side of paper in a book,noun,word,-
776,4,paragraph,段落,a group of sentences,noun,word,-
777,4,example,例,something that shows what you mean,noun,word,-
778,4,question,質問,words to ask something,noun,word,-
779,4,answer,答え,words that reply to a question,noun,word,-
780,4,rule,規則,something you must follow,noun,word,-
781,4,idea,考え,an answer in your mind,noun,word,-
782,4,plan,計画,something you decide to do,noun,word,-
783,4,goal,目標,something you want to do,noun,word,-
784,4,dream,夢,something you want very much,noun,word,-
785,4,future,未来,time after now,noun,word,-
786,4,past,過去,time before now,noun,word,-
787,4,history,歴史,study of the past,noun,word,-
788,4,language,言語,words people use to speak,noun,word,-
789,4,word,単語,a unit of language,noun,word,-
790,4,sentence,文,words that make one meaning,noun,word,-
791,4,letter,文字,one sign like A or B,noun,word,-
792,4,spelling,つづり,the order of letters in a word,noun,word,-
793,4,meaning,意味,what a word says,noun,word,-
794,4,pronunciation,発音,how a word is said,noun,word,-
795,4,translation,翻訳,words in another language,noun,word,-
796,4,conversation,会話,talk between people,noun,word,-
797,4,discussion,話し合い,talk about an idea,noun,word,-
798,4,speech,スピーチ,a talk to many people,noun,word,-
799,4,voice,声,sound from a person,noun,word,-
800,4,noise,騒音,a loud or unwanted sound,noun,word,-
801,4,silence,静けさ,no sound,noun,word,-
802,4,band,バンド,many players who make music,noun,word,-
803,4,concert,演奏会,a music event,noun,word,-
804,4,stage,舞台,a place where people perform,noun,word,-
805,4,audience,観客,people watching a show,noun,word,-
806,4,guitar,ギター,a music instrument with strings,noun,word,-
807,4,drum,ドラム,a music instrument you hit,noun,word,-
808,4,violin,バイオリン,a small string instrument,noun,word,-
809,4,trumpet,トランペット,a brass music instrument,noun,word,-
810,4,piano,ピアノ,a large music instrument with keys,noun,word,-
811,4,poster,ポスター,a large paper with a picture,noun,word,-
812,4,sign,標識,a board that shows information,noun,word,-
813,4,notice,お知らせ,information on paper,noun,word,-
814,4,advertisement,広告,words to sell something,noun,word,-
815,4,price,値段,money you pay,noun,word,-
816,4,dollar,ドル,money in the United States,noun,word,-
817,4,coin,硬貨,metal money,noun,word,-
818,4,bill,紙幣／請求書,paper money or a paper to pay,noun,word,-
819,4,change,おつり,money you get back,noun,word,-
820,4,pocket,ポケット,a small bag in clothes,noun,word,-
821,4,wallet,財布,a small case for money,noun,word,-
822,4,card,カード,a flat plastic card,noun,word,-
823,4,credit card,クレジットカード,a card to pay later,phrase,phrase,-
824,4,receipt,レシート,a paper that shows what you paid,noun,word,-
825,4,sale,セール,time when prices are lower,noun,word,-
826,4,cheap,安い,low in price,adjective,word,-
827,4,expensive,高い,high in price,adjective,word,-
828,4,free,無料の,with no money needed,adjective,word,-
829,4,special,特別な,not usual,adjective,word,-
830,4,common,よくある,seen many times,adjective,word,-
831,4,rare,珍しい,not common,adjective,word,-
832,4,easy,簡単,not hard,adjective,word,-
833,4,difficult,難しい,not easy,adjective,word,-
834,4,hard,難しい,difficult,adjective,word,-
835,4,simple,簡単な,easy and not complex,adjective,word,-
836,4,complex,複雑な,not simple,adjective,word,-
837,4,important,重要な,very needed,adjective,word,-
838,4,useful,役に立つ,good for a purpose,adjective,word,-
839,4,useless,役に立たない,not useful,adjective,word,-
840,4,necessary,必要な,needed,adjective,word,-
841,4,possible,可能な,able to be done,adjective,word,-
842,4,impossible,不可能な,not possible,adjective,word,-
843,4,ready,用意ができている,prepared,adjective,word,-
844,4,busy,忙しい,having a lot to do,adjective,word,-
845,4,free,暇な,not busy,adjective,word,-
846,4,careful,注意深い,thinking to avoid mistakes,adjective,word,-
847,4,careless,不注意な,not careful,adjective,word,-
848,4,safe,安全な,not dangerous,adjective,word,-
849,4,dangerous,危険な,not safe,adjective,word,-
850,4,healthy,健康な,not sick,adjective,word,-
851,4,ill,病気の,sick,adjective,word,-
852,4,strong,強い,not weak,adjective,word,-
853,4,weak,弱い,not strong,adjective,word,-
854,4,kind,親切な,nice to other people,adjective,word,-
855,4,rude,失礼な,not polite,adjective,word,-
856,4,polite,丁寧な,respectful in words and actions,adjective,word,-
857,4,friendly,友好的な,kind and easy to talk to,adjective,word,-
858,4,quiet,静かな,not loud,adjective,word,-
859,4,noisy,うるさい,loud,adjective,word,-
860,4,funny,おかしい,making people laugh,adjective,word,-
861,4,serious,まじめな,not funny,adjective,word,-
862,4,exciting,わくわくする,making you feel happy and active,adjective,word,-
863,4,boring,退屈な,not interesting,adjective,word,-
864,4,interesting,興味深い,not boring,adjective,word,-
865,4,famous,有名な,known by many people,adjective,word,-
866,4,popular,人気がある,liked by many people,adjective,word,-
867,4,favorite,お気に入り,the one you like best,adjective,word,-
868,4,strange,変な,not usual,adjective,word,-
869,4,normal,普通の,usual,adjective,word,-
870,4,same,同じ,not different,adjective,word,-
871,4,different,違う,not the same,adjective,word,-
872,4,correct,正しい,right and not wrong,adjective,word,-
873,4,wrong,間違った,not correct,adjective,word,-
874,4,real,本当の,not false,adjective,word,-
875,4,FALSE,うその,not real,adjective,word,-
876,4,local,地元の,of a town or area,adjective,word,-
877,4,international,国際的な,between many countries,adjective,word,-
878,4,large,大きい,big in size,adjective,word,-
879,4,small,小さい,not big,adjective,word,-
880,4,wide,広い,with a lot of space side to side,adjective,word,-
881,4,narrow,せまい,not wide,adjective,word,-
882,4,deep,深い,far down,adjective,word,-
883,4,shallow,浅い,not deep,adjective,word,-
884,4,thick,厚い,not thin,adjective,word,-
885,4,thin,薄い,not thick,adjective,word,-
886,4,empty,空の,with nothing inside,adjective,word,-
887,4,full,いっぱいの,with no more space,adjective,word,-
888,4,rich,金持ちの,with a lot of money,adjective,word,-
889,4,poor,貧しい,with little money,adjective,word,-
890,4,lucky,運のいい,with good luck,adjective,word,-
891,4,unlucky,運の悪い,with bad luck,adjective,word,-
892,4,modern,現代の,new and of today,adjective,word,-
893,4,traditional,伝統的な,from old ways,adjective,word,-
894,4,private,私的な,only for one person or group,adjective,word,-
895,4,public,公の,for all people,adjective,word,-
896,4,possible,あり得る,able to happen,adjective,word,-
897,4,immediate,すぐの,without waiting,adjective,word,-
898,4,quick,すばやい,fast,adjective,word,-
899,4,slowly,ゆっくり,not fast,adverb,word,-
900,4,quickly,すばやく,in a fast way,adverb,word,-
901,4,carefully,注意深く,in a careful way,adverb,word,-
902,4,easily,簡単に,in an easy way,adverb,word,-
903,4,exactly,正確に,in an exact way,adverb,word,-
904,4,especially,特に,more than other things,adverb,word,-
905,4,probably,たぶん(ある程度確信している),likely,adverb,word,-
906,4,maybe,たぶん(五分五分),perhaps,adverb,word,-
907,4,certainly,確かに,without doubt,adverb,word,-
908,4,actually,実は,in fact,adverb,word,-
909,4,finally,ついに,in the end,adverb,word,-
910,4,suddenly,突然,all at once,adverb,word,-
911,4,soon,まもなく,in a short time,adverb,word,-
912,4,away,離れて,to a different place,adverb,word,-
913,4,together,一緒に,with other people,adverb,word,-
914,4,alone,ひとりで,without other people,adverb,word,-
915,4,maybe not,たぶん違う,probably not,phrase,phrase,-
916,4,at least,少なくとも,not less than this,phrase,phrase,-
917,4,at most,多くても,no more than this,phrase,phrase,-
918,4,more,もっと,a larger amount,adjective,word,-
919,4,less,より少ない,a smaller amount,adjective,word,-
920,4,most,いちばん多い,more than all others,adjective,word,-
921,4,least,いちばん少ない,less than all others,adjective,word,-
922,4,another,別の,one more or a different one,adjective,word,-
923,4,each other,お互い,one person and another person,pronoun,phrase,-
924,4,both,両方とも,two together,pronoun,word,-
925,4,either A or B,AかBのどちらか,one of two choices,conjunction,phrase,A&B
926,4,neither A nor B,AもBも〜ない,not one and not the other,conjunction,phrase,A&B
927,4,something,何か,a thing not named,pronoun,word,-
928,4,anything,何でも,any thing at all,pronoun,word,-
929,4,nothing,何もない,not any thing,pronoun,word,-
930,4,someone,だれか,a person not named,pronoun,word,-
931,4,anyone,だれでも,any person at all,pronoun,word,-
932,4,everyone,みんな,all people,pronoun,word,-
933,4,nobody,だれもいない,no person,pronoun,word,-
934,4,each,それぞれ,every one one by one,pronoun,word,-
935,4,another one,もう一つ,one more thing,phrase,phrase,-
936,4,next,次の,after this one,adjective,word,-
937,4,last (final),最後の,after all others,adjective,word,-
938,4,first of all,まず最初に,in the beginning,phrase,phrase,-
939,4,once,一度,one time,adverb,word,-
940,4,twice,二度,two times,adverb,word,-
941,4,again,もう一度,one more time,adverb,word,-
942,4,ever,今までに,at any time,adverb,word,-
943,4,never ever,絶対に〜ない,not at any time at all,phrase,phrase,-
944,4,at the same time,同時に,together in time,phrase,phrase,-
945,4,on time,時間ぴったりに,at the correct time,phrase,phrase,-
946,4,in time,時間内に,before it is too late,phrase,phrase,-
947,4,late for A,Aに遅れて,not on time,phrase,phrase,A
948,4,early bird,早起きの人,a person who gets up early,noun,word,-
949,4,a.m.,午前,before noon,abbreviation,word,-
950,4,p.m.,午後,after noon,abbreviation,word,-
951,4,weekday,平日,a day from Monday to Friday,noun,word,-
952,4,holiday,休日,a day you do not work or study,noun,word,-
953,4,vacation,休み,time away from work or school,noun,word,-
954,4,trip,旅行,a short travel,noun,word,-
955,4,journey,旅,a long travel,noun,word,-
956,4,tourist,観光客,a person visiting for fun,noun,word,-
957,4,guidebook,ガイドブック,a book for travel information,noun,word,-
958,4,hotel,ホテル,a place to stay when traveling,noun,word,-
959,4,hostel,ホステル,a cheap place to stay,noun,word,-
960,4,guesthouse,民宿,a small place for travelers to stay,noun,word,-
961,4,reservation,予約,a plan to keep a seat or room,noun,word,-
962,4,check in,チェックインする,to tell a hotel you arrived,verb,phrase,-
963,4,check out,チェックアウトする,to leave a hotel after paying,verb,phrase,-
964,4,room key,部屋の鍵,a key for your room,phrase,phrase,-
965,4,lobby,ロビー,front room of a hotel,noun,word,-
966,4,elevator,エレベーター,a box that moves up and down,noun,word,-
967,4,stairs,階段,steps to go up or down,noun,word,-
968,4,entrance,入口,a place to go in,noun,word,-
969,4,exit,出口,a place to go out,noun,word,-
970,4,corridor,廊下,a long hall in a building,noun,word,-
971,4,toilet,トイレ,a room for using the toilet,noun,word,-
972,4,restroom,トイレ,a public toilet,noun,word,-
973,4,shower,シャワー,a device that sprays water,noun,word,-
974,4,bath,おふろ,a time to wash in warm water,noun,word,-
975,4,soap,せっけん,a thing used for washing,noun,word,-
976,4,shampoo,シャンプー,soap for hair,noun,word,-
977,4,toothpaste,歯みがき粉,paste for brushing teeth,noun,word,-
978,4,medicine,薬,something to help sickness,noun,word,-
979,4,fever,熱,body heat from sickness,noun,word,-
980,4,cough,せき,air coming out when sick,noun,word,-
981,4,headache,頭痛,pain in your head,noun,word,-
982,4,stomachache,腹痛,pain in your stomach,noun,word,-
983,4,hurt,痛む,to feel pain,verb,word,-
984,4,injure,けがをさせる,to hurt the body,verb,word,-
985,4,accident,事故,something bad that happens by chance,noun,word,-
986,4,police,警察,people who keep the town safe,noun,word,-
987,4,fire,火,heat and light from burning,noun,word,-
988,4,fire station,消防署,a place for firefighters,phrase,phrase,-
989,4,firefighter,消防士,a person who puts out fires,noun,word,-
990,4,ambulance,救急車,a car for sick people,noun,word,-
991,4,emergency,緊急,need for help right now,noun,word,-
992,4,danger,危険,something that can hurt you,noun,word,-
993,4,help,助け,aid from another person,noun,word,-
994,4,call for help,助けを呼ぶ,to ask for help loudly,phrase,phrase,-
995,4,report,報告する,to tell information to a person in charge,verb,word,-
996,4,rule,きまり,what you must do,noun,word,-
997,4,law,法律,rules of a country,noun,word,-
998,4,government,政府,people who run a country,noun,word,-
999,4,capital,首都,the main city of a country,noun,word,-
1000,4,citizen,市民,a person who lives in a country,noun,word,-
1001,4,passport,旅券,a paper for travel to other countries,noun,word,-
1002,4,visa,ビザ,a paper to enter a country,noun,word,-
1003,4,customs,税関,place that checks bags at an airport,noun,word,-
1004,4,baggage,手荷物,bags for travel,noun,word,-
1005,4,suitcase,スーツケース,a large travel bag,noun,word,-
1006,4,backpack,リュック,a bag you carry on your back,noun,word,-
1007,4,umbrella,かさ,a thing to stop rain,noun,word,-
1008,4,raincoat,レインコート,clothes for rain,noun,word,-
1009,4,weather,天気,sun rain snow and wind,noun,word,-
1010,4,temperature,気温,how hot or cold it is,noun,word,-
1011,4,degree,度,a unit for temperature,noun,word,-
1012,4,storm,あらし,strong wind and rain,noun,word,-
1013,4,thunder,かみなり,loud sound in a storm,noun,word,-
1014,4,lightning,いなずま,bright light in a storm,noun,word,-
1015,4,rainbow,にじ,colors in the sky after rain,noun,word,-
1016,4,earthquake,地震,shaking of the ground,noun,word,-
1017,4,flood,洪水,too much water in a town,noun,word,-
1018,4,fireworks,花火,bright lights in the night sky,noun,word,-
1019,4,festival,祭り,a special event in a town,noun,word,-
1020,4,parade,パレード,people walking for a festival,noun,word,-
1021,4,Christmas,クリスマス,a holiday in December,noun,word,-
1022,4,New Year's Day,元日,the first day of the year,phrase,phrase,-
1023,4,birthday party,誕生日会,a party for a birthday,phrase,phrase,-
1024,4,present,プレゼント,a gift,noun,word,-
1025,4,gift,贈り物,a present for someone,noun,word,-
1026,4,card,カード,a paper to say happy birthday,noun,word,-
1027,4,invitation,招待状,a letter asking you to come,noun,word,-
1028,4,party,パーティー,a fun meeting with people,noun,word,-
1029,4,game,ゲーム,something you play for fun,noun,word,-
1030,4,puzzle,パズル,a game to think and solve,noun,word,-
1031,4,quiz,クイズ,a short test game with questions,noun,word,-
1032,4,contest,コンテスト,a game to find the best person,noun,word,-
1033,4,prize,賞,something you get for winning,noun,word,-
1034,4,win,勝つ,to be the best in a game,verb,word,-
1035,4,lose,負ける,to not win,verb,word,-
1036,4,score,得点,points in a game,noun,word,-
1037,4,teamwork,チームワーク,working well together in a team,noun,word,-
1038,4,coach,コーチ,a person who teaches a sport,noun,word,-
1039,4,match,試合,a sports game,noun,word,-
1040,4,practice,練習,time to train,noun,word,-
1041,4,join,参加する,to become a member of a group,verb,word,-
1042,4,leave,やめる,to stop being in a group,verb,word,-
1043,4,take part in A,Aに参加する,to join an event,phrase,phrase,A
1044,4,enter,出場する,to join a contest,verb,word,-
1045,4,win a prize,賞を取る,to get a prize by winning,phrase,phrase,-
1046,4,lose weight,やせる,to become less heavy,phrase,phrase,-
1047,4,wear,着ている,to have clothes on your body,verb,word,-
1048,4,uniform,制服,same clothes for a group,noun,word,-
1049,4,school uniform,学校の制服,uniform for school,phrase,phrase,-
1050,4,jeans,ジーンズ,blue pants made of strong cloth,noun,word,-
1051,4,sweater,セーター,warm top clothes,noun,word,-
1052,4,hoodie,パーカー,a jacket with a hood,noun,word,-
1053,4,glove,手ぶくろ,clothes for your hand,noun,word,-
